Province,District,Ward Code,Ward
Gia Lai,Chư Păh,23738,Ia Kreng
Gia Lai,Chư Păh,23740,Đăk Tơ Ver
Gia Lai,Chư Păh,23743,Hòa Phú
Gia Lai,Chư Păh,23746,Chư Đăng Ya
Gia Lai,Chư Păh,23749,Ia Ka
Gia Lai,Chư Păh,23752,Ia Nhin
Gia Lai,Chư Păh,23755,Nghĩa Hòa
Gia Lai,Chư Păh,23761,Nghĩa Hưng
Gia Lai,Ia Grai,23764,Ia Kha
Gia Lai,Ia Grai,23767,Ia Sao
Gia Lai,Ia Grai,23768,Ia Yok
Gia Lai,Ia Grai,23770,Ia Hrung
Gia Lai,Ia Grai,23771,Ia Bă
Gia Lai,Ia Grai,23773,Ia Khai
Gia Lai,Ia Grai,23776,Ia KRai
Gia Lai,Ia Grai,23778,Ia Grăng
Gia Lai,Ia Grai,23779,Ia Tô
Gia Lai,Ia Grai,23782,Ia O
Gia Lai,Ia Grai,23785,Ia Dêr
Gia Lai,Ia Grai,23788,Ia Chia
Gia Lai,Ia Grai,23791,Ia Pếch
Gia Lai,Mang Yang,23794,Kon Dơng
Gia Lai,Mang Yang,23797,Ayun
Gia Lai,Mang Yang,23798,Đak Jơ Ta
Gia Lai,Mang Yang,23799,Đak Ta Ley
Gia Lai,Mang Yang,23800,Hra
Gia Lai,Mang Yang,23803,Đăk Yă
Gia Lai,Mang Yang,23806,Đăk Djrăng
Gia Lai,Mang Yang,23809,Lơ Pang
Gia Lai,Mang Yang,23812,Kon Thụp
Gia Lai,Mang Yang,23815,Đê Ar
Gia Lai,Mang Yang,23818,Kon Chiêng
Gia Lai,Mang Yang,23821,Đăk Trôi
Gia Lai,Kông Chro,23824,Kông Chro
Gia Lai,Kông Chro,23827,Chư Krêy
Gia Lai,Kông Chro,23830,An Trung
Gia Lai,Kông Chro,23833,Kông Yang
Gia Lai,Kông Chro,23836,Đăk Tơ Pang
Gia Lai,Kông Chro,23839,SRó
Gia Lai,Kông Chro,23840,Đắk Kơ Ning
Gia Lai,Kông Chro,23842,Đăk Song
Gia Lai,Kông Chro,23843,Đăk Pling
Gia Lai,Kông Chro,23845,Yang Trung
Gia Lai,Kông Chro,23846,Đăk Pơ Pho
Gia Lai,Kông Chro,23848,Ya Ma
Gia Lai,Kông Chro,23851,Chơ Long
Gia Lai,Kông Chro,23854,Yang Nam
Gia Lai,Đức Cơ,23857,Chư Ty
Gia Lai,Đức Cơ,23860,Ia Dơk
Gia Lai,Đức Cơ,23863,Ia Krêl
Gia Lai,Đức Cơ,23866,Ia Din
Gia Lai,Đức Cơ,23869,Ia Kla
Gia Lai,Đức Cơ,23872,Ia Dom
Gia Lai,Đức Cơ,23875,Ia Lang
Gia Lai,Đức Cơ,23878,Ia Kriêng
Gia Lai,Đức Cơ,23881,Ia Pnôn
Gia Lai,Đức Cơ,23884,Ia Nan
Gia Lai,Chư Prông,23887,Chư Prông
Gia Lai,Chư Prông,23888,Ia Kly
Gia Lai,Chư Prông,23890,Bình Giáo
Gia Lai,Chư Prông,23893,Ia Drăng
Gia Lai,Chư Prông,23896,Thăng Hưng
Gia Lai,Chư Prông,23899,Bàu Cạn
Gia Lai,Chư Prông,23902,Ia Phìn
Gia Lai,Chư Prông,23905,Ia Băng
Gia Lai,Chư Prông,23908,Ia Tôr
Gia Lai,Chư Prông,23911,Ia Boòng
Gia Lai,Chư Prông,23914,Ia O
Gia Lai,Chư Prông,23917,Ia Púch
Gia Lai,Chư Prông,23920,Ia Me
Gia Lai,Chư Prông,23923,Ia Vê
Gia Lai,Chư Prông,23924,Ia Bang
Gia Lai,Chư Prông,23926,Ia Pia
Gia Lai,Chư Prông,23929,Ia Ga
Gia Lai,Chư Prông,23932,Ia Lâu
Gia Lai,Chư Prông,23935,Ia Piơr
Gia Lai,Chư Prông,23938,Ia Mơ
Gia Lai,Chư Sê,23941,Chư Sê
Gia Lai,Chư Sê,23944,Ia Tiêm
Gia Lai,Chư Sê,23945,Chư Pơng
Gia Lai,Chư Sê,23946,Bar Măih
Gia Lai,Chư Sê,23947,Bờ Ngoong
Gia Lai,Chư Sê,23950,Ia Glai
Gia Lai,Chư Sê,23953,AL Bá
Gia Lai,Chư Sê,23954,Kông HTok
Gia Lai,Chư Sê,23956,AYun
Gia Lai,Chư Sê,23959,Ia HLốp
Gia Lai,Chư Sê,23962,Ia Blang
Gia Lai,Chư Sê,23965,Dun
Gia Lai,Chư Sê,23966,Ia Pal
Gia Lai,Chư Sê,23968,H Bông
Gia Lai,Chư Sê,23977,Ia Ko
Gia Lai,Đăk Pơ,23989,Hà Tam
Gia Lai,Đăk Pơ,23992,An Thành
Gia Lai,Đăk Pơ,23995,Đak Pơ
Gia Lai,Đăk Pơ,23998,Yang Bắc
Gia Lai,Đăk Pơ,24001,Cư An
Gia Lai,Đăk Pơ,24004,Tân An
Gia Lai,Đăk Pơ,24007,Phú An
Gia Lai,Đăk Pơ,24010,Ya Hội
Gia Lai,Ia Pa,24013,Pờ Tó
Gia Lai,Ia Pa,24016,Chư Răng
Gia Lai,Ia Pa,24019,Ia KDăm
Gia Lai,Ia Pa,24022,Kim Tân
Gia Lai,Ia Pa,24025,Chư Mố
Gia Lai,Ia Pa,24028,Ia Tul
Gia Lai,Ia Pa,24031,Ia Ma Rơn
Gia Lai,Ia Pa,24034,Ia Broăi
Gia Lai,Ia Pa,24037,Ia Trok
Gia Lai,Krông Pa,24076,Phú Túc
Gia Lai,Krông Pa,24079,Ia RSai
Gia Lai,Krông Pa,24082,Ia RSươm
Gia Lai,Krông Pa,24085,Chư Gu
Gia Lai,Krông Pa,24088,Đất Bằng
Gia Lai,Krông Pa,24091,Ia Mláh
Gia Lai,Krông Pa,24094,Chư Drăng
Gia Lai,Krông Pa,24097,Phú Cần
Gia Lai,Krông Pa,24100,Ia HDreh
Gia Lai,Krông Pa,24103,Ia RMok
Gia Lai,Krông Pa,24106,Chư Ngọc
Gia Lai,Krông Pa,24109,Uar
Gia Lai,Krông Pa,24112,Chư Rcăm
Gia Lai,Krông Pa,24115,Krông Năng
Gia Lai,Phú Thiện,24043,Phú Thiện
Gia Lai,Phú Thiện,24046,Chư A Thai
Gia Lai,Phú Thiện,24048,Ayun Hạ
Gia Lai,Phú Thiện,24049,Ia Ake
Gia Lai,Phú Thiện,24052,Ia Sol
Gia Lai,Phú Thiện,24055,Ia Piar
Gia Lai,Phú Thiện,24058,Ia Peng
Gia Lai,Phú Thiện,24060,Chrôh Pơnan
Gia Lai,Phú Thiện,24061,Ia Hiao
Gia Lai,Phú Thiện,24067,Ia Yeng
Gia Lai,Chư Pưh,23942,Nhơn Hoà
Gia Lai,Chư Pưh,23971,Ia Hrú
Gia Lai,Chư Pưh,23972,Ia Rong
Gia Lai,Chư Pưh,23974,Ia Dreng
Gia Lai,Chư Pưh,23978,Ia Hla
Gia Lai,Chư Pưh,23980,Chư Don
Gia Lai,Chư Pưh,23983,Ia Phang
Gia Lai,Chư Pưh,23986,Ia Le
Gia Lai,Chư Pưh,23987,Ia BLứ
Đắk Lắk,Buôn Ma Thuột,24118,Tân Lập
Đắk Lắk,Buôn Ma Thuột,24121,Tân Hòa
Đắk Lắk,Buôn Ma Thuột,24124,Tân An
Đắk Lắk,Buôn Ma Thuột,24127,Thống Nhất
Đắk Lắk,Buôn Ma Thuột,24130,Thành Nhất
Đắk Lắk,Buôn Ma Thuột,24133,Thắng Lợi
Đắk Lắk,Buôn Ma Thuột,24136,Tân Lợi
Đắk Lắk,Buôn Ma Thuột,24139,Thành Công
Đắk Lắk,Buôn Ma Thuột,24142,Tân Thành
Đắk Lắk,Buôn Ma Thuột,24145,Tân Tiến
Đắk Lắk,Buôn Ma Thuột,24148,Tự An
Đắk Lắk,Buôn Ma Thuột,24151,Ea Tam
Đắk Lắk,Buôn Ma Thuột,24154,Khánh Xuân
Đắk Lắk,Buôn Ma Thuột,24157,Hòa Thuận
Đắk Lắk,Buôn Ma Thuột,24160,Cư ÊBur
Đắk Lắk,Buôn Ma Thuột,24163,Ea Tu
Đắk Lắk,Buôn Ma Thuột,24166,Hòa Thắng
Đắk Lắk,Buôn Ma Thuột,24169,Ea Kao
Đắk Lắk,Buôn Ma Thuột,24172,Hòa Phú
Đắk Lắk,Buôn Ma Thuột,24175,Hòa Khánh
Đắk Lắk,Buôn Ma Thuột,24178,Hòa Xuân
Đắk Lắk,Buôn Hồ,24305,An Lạc
Đắk Lắk,Buôn Hồ,24308,An Bình
Đắk Lắk,Buôn Hồ,24311,Thiện An
Đắk Lắk,Buôn Hồ,24318,Đạt Hiếu
Đắk Lắk,Buôn Hồ,24322,Đoàn Kết
Đắk Lắk,Buôn Hồ,24325,Ea Blang
Đắk Lắk,Buôn Hồ,24328,Ea Drông
Đắk Lắk,Buôn Hồ,24331,Thống Nhất
Đắk Lắk,Buôn Hồ,24332,Bình Tân
Đắk Lắk,Buôn Hồ,24334,Ea Siên
Đắk Lắk,Buôn Hồ,24337,Bình Thuận
Đắk Lắk,Buôn Hồ,24340,Cư Bao
Đắk Lắk,Ea H'leo,24181,Ea Drăng
Đắk Lắk,Ea H'leo,24184,Ea H'leo
Đắk Lắk,Ea H'leo,24187,Ea Sol
Đắk Lắk,Ea H'leo,24190,Ea Ral
Đắk Lắk,Ea H'leo,24193,Ea Wy
Đắk Lắk,Ea H'leo,24194,Cư A Mung
Đắk Lắk,Ea H'leo,24196,Cư Mốt
Đắk Lắk,Ea H'leo,24199,Ea Hiao
Đắk Lắk,Ea H'leo,24202,Ea Khal
Đắk Lắk,Ea H'leo,24205,Dliê Yang
Đắk Lắk,Ea H'leo,24207,Ea Tir
Đắk Lắk,Ea H'leo,24208,Ea Nam
Đắk Lắk,Ea Súp,24211,Ea Súp
Đắk Lắk,Ea Súp,24214,Ia Lốp
Đắk Lắk,Ea Súp,24215,Ia JLơi
Đắk Lắk,Ea Súp,24217,Ea Rốk
Đắk Lắk,Ea Súp,24220,Ya Tờ Mốt
Đắk Lắk,Ea Súp,24221,Ia RVê
Đắk Lắk,Ea Súp,24223,Ea Lê
Đắk Lắk,Ea Súp,24226,Cư KBang
Đắk Lắk,Ea Súp,24229,Ea Bung
Đắk Lắk,Ea Súp,24232,Cư M'Lan
Đắk Lắk,Buôn Đôn,24235,Krông Na
Đắk Lắk,Buôn Đôn,24238,Ea Huar
Đắk Lắk,Buôn Đôn,24241,Ea Wer
Đắk Lắk,Buôn Đôn,24244,Tân Hoà
Đắk Lắk,Buôn Đôn,24247,Cuôr KNia
Đắk Lắk,Buôn Đôn,24250,Ea Bar
Đắk Lắk,Buôn Đôn,24253,Ea Nuôl
Đắk Lắk,Cư M'gar,24256,Ea Pốk
Đắk Lắk,Cư M'gar,24259,Quảng Phú
Đắk Lắk,Cư M'gar,24262,Quảng Tiến
Đắk Lắk,Cư M'gar,24264,Ea Kuêh
Đắk Lắk,Cư M'gar,24265,Ea Kiết
Đắk Lắk,Cư M'gar,24268,Ea Tar
Đắk Lắk,Cư M'gar,24271,Cư Dliê M'nông
Đắk Lắk,Cư M'gar,24274,Ea H'đinh
Đắk Lắk,Cư M'gar,24277,Ea Tul
Đắk Lắk,Cư M'gar,24280,Ea KPam
Đắk Lắk,Cư M'gar,24283,Ea M'DRóh
Đắk Lắk,Cư M'gar,24286,Quảng Hiệp
Đắk Lắk,Cư M'gar,24289,Cư M'gar
Đắk Lắk,Cư M'gar,24292,Ea D'Rơng
Đắk Lắk,Cư M'gar,24295,Ea M'nang
Đắk Lắk,Cư M'gar,24298,Cư Suê
Đắk Lắk,Cư M'gar,24301,Cuor Đăng
Đắk Lắk,Krông Búk,24307,Cư Né
Đắk Lắk,Krông Búk,24310,Chư KBô
Đắk Lắk,Krông Búk,24313,Cư Pơng
Đắk Lắk,Krông Búk,24314,Ea Sin
Đắk Lắk,Krông Búk,24316,Pơng Drang
Đắk Lắk,Krông Búk,24317,Tân Lập
Đắk Lắk,Krông Búk,24319,Ea Ngai
Đắk Lắk,Krông Năng,24343,Krông Năng
Đắk Lắk,Krông Năng,24346,ĐLiê Ya
Đắk Lắk,Krông Năng,24349,Ea Tóh
Đắk Lắk,Krông Năng,24352,Ea Tam
Đắk Lắk,Krông Năng,24355,Phú Lộc
Đắk Lắk,Krông Năng,24358,Tam Giang
Đắk Lắk,Krông Năng,24359,Ea Puk
Đắk Lắk,Krông Năng,24360,Ea Dăh
Đắk Lắk,Krông Năng,24361,Ea Hồ
Đắk Lắk,Krông Năng,24364,Phú Xuân
Đắk Lắk,Krông Năng,24367,Cư Klông
Đắk Lắk,Krông Năng,24370,Ea Tân
Đắk Lắk,Ea Kar,24373,Ea Kar
Đắk Lắk,Ea Kar,24376,Ea Knốp
Đắk Lắk,Ea Kar,24379,Ea Sô
Đắk Lắk,Ea Kar,24380,Ea Sar
Đắk Lắk,Ea Kar,24382,Xuân Phú
Đắk Lắk,Ea Kar,24385,Cư Huê
Đắk Lắk,Ea Kar,24388,Ea Tih
Đắk Lắk,Ea Kar,24391,Ea Đar
Đắk Lắk,Ea Kar,24394,Ea Kmút
Đắk Lắk,Ea Kar,24397,Cư Ni
Đắk Lắk,Ea Kar,24400,Ea Păl
Đắk Lắk,Ea Kar,24401,Cư Prông
Đắk Lắk,Ea Kar,24403,Ea Ô
Đắk Lắk,Ea Kar,24404,Cư ELang
Đắk Lắk,Ea Kar,24406,Cư Bông
Đắk Lắk,Ea Kar,24409,Cư Jang
Đắk Lắk,M'Đrắk,24412,M'Đrắk
Đắk Lắk,M'Đrắk,24415,Cư Prao
Đắk Lắk,M'Đrắk,24418,Ea Pil
Đắk Lắk,M'Đrắk,24421,Ea Lai
Đắk Lắk,M'Đrắk,24424,Ea H'MLay
Đắk Lắk,M'Đrắk,24427,Krông Jing
Đắk Lắk,M'Đrắk,24430,Ea M' Doal
Đắk Lắk,M'Đrắk,24433,Ea Riêng
Đắk Lắk,M'Đrắk,24436,Cư M'ta
Đắk Lắk,M'Đrắk,24439,Cư K Róa
Đắk Lắk,M'Đrắk,24442,Krông Á
Đắk Lắk,M'Đrắk,24444,Cư San
Đắk Lắk,M'Đrắk,24445,Ea Trang
Đắk Lắk,Krông Bông,24448,Krông Kmar
Đắk Lắk,Krông Bông,24451,Dang Kang
Đắk Lắk,Krông Bông,24454,Cư KTy
Đắk Lắk,Krông Bông,24457,Hòa Thành
Đắk Lắk,Krông Bông,24460,Hòa Tân
Đắk Lắk,Krông Bông,24463,Hòa Phong
Đắk Lắk,Krông Bông,24466,Hòa Lễ
Đắk Lắk,Krông Bông,24469,Yang Reh
Đắk Lắk,Krông Bông,24472,Ea Trul
Đắk Lắk,Krông Bông,24475,Khuê Ngọc Điền
Đắk Lắk,Krông Bông,24478,Cư Pui
Đắk Lắk,Krông Bông,24481,Hòa Sơn
Đắk Lắk,Krông Bông,24484,Cư Drăm
Đắk Lắk,Krông Bông,24487,Yang Mao
Đắk Lắk,Krông Pắc,24490,Phước An
Đắk Lắk,Krông Pắc,24493,KRông Búk
Đắk Lắk,Krông Pắc,24496,Ea Kly
Đắk Lắk,Krông Pắc,24499,Ea Kênh
Đắk Lắk,Krông Pắc,24502,Ea Phê
Đắk Lắk,Krông Pắc,24505,Ea KNuec
Đắk Lắk,Krông Pắc,24508,Ea Yông
Đắk Lắk,Krông Pắc,24511,Hòa An
Đắk Lắk,Krông Pắc,24514,Ea Kuăng
Đắk Lắk,Krông Pắc,24517,Hòa Đông
Đắk Lắk,Krông Pắc,24520,Ea Hiu
Đắk Lắk,Krông Pắc,24523,Hòa Tiến
Đắk Lắk,Krông Pắc,24526,Tân Tiến
Đắk Lắk,Krông Pắc,24529,Vụ Bổn
Đắk Lắk,Krông Pắc,24532,Ea Uy
Đắk Lắk,Krông Pắc,24535,Ea Yiêng
Đắk Lắk,Krông A Na,24538,Buôn Trấp
Đắk Lắk,Krông A Na,24556,Dray Sáp
Đắk Lắk,Krông A Na,24559,Ea Na
Đắk Lắk,Krông A Na,24565,Ea Bông
Đắk Lắk,Krông A Na,24568,Băng A Drênh
Đắk Lắk,Krông A Na,24571,Dur KMăl
Đắk Lắk,Krông A Na,24574,Bình Hòa
Đắk Lắk,Krông A Na,24577,Quảng Điền
Đắk Lắk,Lắk,24580,Liên Sơn
Đắk Lắk,Lắk,24583,Yang Tao
Đắk Lắk,Lắk,24586,Bông Krang
Đắk Lắk,Lắk,24589,Đắk Liêng
Đắk Lắk,Lắk,24592,Buôn Triết
Đắk Lắk,Lắk,24595,Buôn Tría
Đắk Lắk,Lắk,24598,Đắk Phơi
Đắk Lắk,Lắk,24601,Đắk Nuê
Đắk Lắk,Lắk,24604,Krông Nô
Đắk Lắk,Lắk,24607,Nam Ka
Đắk Lắk,Lắk,24610,Ea R'Bin
Đắk Lắk,Cư Kuin,24540,Ea Ning
Đắk Lắk,Cư Kuin,24541,Cư Ê Wi
Đắk Lắk,Cư Kuin,24544,Ea Ktur
Đắk Lắk,Cư Kuin,24547,Ea Tiêu
Đắk Lắk,Cư Kuin,24550,Ea BHốk
Đắk Lắk,Cư Kuin,24553,Ea Hu
Đắk Lắk,Cư Kuin,24561,Dray Bhăng
Đắk Lắk,Cư Kuin,24562,Hòa Hiệp
Đắk Nông,Gia Nghĩa,24611,Nghĩa Đức
Đắk Nông,Gia Nghĩa,24612,Nghĩa Thành
Đắk Nông,Gia Nghĩa,24614,Nghĩa Phú
Đắk Nông,Gia Nghĩa,24615,Nghĩa Tân
Đắk Nông,Gia Nghĩa,24617,Nghĩa Trung
Đắk Nông,Gia Nghĩa,24618,Đăk R'Moan
Đắk Nông,Gia Nghĩa,24619,Quảng Thành
Đắk Nông,Gia Nghĩa,24628,Đắk Nia
Đắk Nông,Đăk Glong,24616,Quảng Sơn
Đắk Nông,Đăk Glong,24620,Quảng Hoà
Đắk Nông,Đăk Glong,24622,Đắk Ha
Đắk Nông,Đăk Glong,24625,Đắk R'Măng
Đắk Nông,Đăk Glong,24631,Quảng Khê
Đắk Nông,Đăk Glong,24634,Đắk Plao
Đắk Nông,Đăk Glong,24637,Đắk Som
Đắk Nông,Cư Jút,24640,Ea T'Ling
Đắk Nông,Cư Jút,24643,Đắk Wil
Đắk Nông,Cư Jút,24646,Ea Pô
Đắk Nông,Cư Jút,24649,Nam Dong
Đắk Nông,Cư Jút,24652,Đắk DRông
Đắk Nông,Cư Jút,24655,Tâm Thắng
Đắk Nông,Cư Jút,24658,Cư Knia
Đắk Nông,Cư Jút,24661,Trúc Sơn
Đắk Nông,Đắk Mil,24664,Đắk Mil
Đắk Nông,Đắk Mil,24667,Đắk Lao
Đắk Nông,Đắk Mil,24670,Đắk R'La
Đắk Nông,Đắk Mil,24673,Đắk Gằn
Đắk Nông,Đắk Mil,24676,Đức Mạnh
Đắk Nông,Đắk Mil,24677,Đắk N'Drót
Đắk Nông,Đắk Mil,24678,Long Sơn
Đắk Nông,Đắk Mil,24679,Đắk Sắk
Đắk Nông,Đắk Mil,24682,Thuận An
Đắk Nông,Đắk Mil,24685,Đức Minh
Đắk Nông,Krông Nô,24688,Đắk Mâm
Đắk Nông,Krông Nô,24691,Đắk Sôr
Đắk Nông,Krông Nô,24692,Nam Xuân
Đắk Nông,Krông Nô,24694,Buôn Choah
Đắk Nông,Krông Nô,24697,Nam Đà
Đắk Nông,Krông Nô,24699,Tân Thành
Đắk Nông,Krông Nô,24700,Đắk Drô
Đắk Nông,Krông Nô,24703,Nâm Nung
Đắk Nông,Krông Nô,24706,Đức Xuyên
Đắk Nông,Krông Nô,24709,Đắk Nang
Đắk Nông,Krông Nô,24712,Quảng Phú
Đắk Nông,Krông Nô,24715,Nâm N'Đir
Đắk Nông,Đắk Song,24717,Đức An
Đắk Nông,Đắk Song,24718,Đắk Môl
Đắk Nông,Đắk Song,24719,Đắk Hòa
Đắk Nông,Đắk Song,24721,Nam Bình
Đắk Nông,Đắk Song,24722,Thuận Hà
Đắk Nông,Đắk Song,24724,Thuận Hạnh
Đắk Nông,Đắk Song,24727,Đắk N'Dung
Đắk Nông,Đắk Song,24728,Nâm N'Jang
Đắk Nông,Đắk Song,24730,Trường Xuân
Đắk Nông,Đắk R'Lấp,24733,Kiến Đức
Đắk Nông,Đắk R'Lấp,24745,Quảng Tín
Đắk Nông,Đắk R'Lấp,24750,Đắk Wer
Đắk Nông,Đắk R'Lấp,24751,Nhân Cơ
Đắk Nông,Đắk R'Lấp,24754,Kiến Thành
Đắk Nông,Đắk R'Lấp,24756,Nghĩa Thắng
Đắk Nông,Đắk R'Lấp,24757,Đạo Nghĩa
Đắk Nông,Đắk R'Lấp,24760,Đắk Sin
Đắk Nông,Đắk R'Lấp,24761,Hưng Bình
Đắk Nông,Đắk R'Lấp,24763,Đắk Ru
Đắk Nông,Đắk R'Lấp,24766,Nhân Đạo
Đắk Nông,Tuy Đức,24736,Quảng Trực
Đắk Nông,Tuy Đức,24739,Đắk Búk So
Đắk Nông,Tuy Đức,24740,Quảng Tâm
Đắk Nông,Tuy Đức,24742,Đắk R'Tíh
Đắk Nông,Tuy Đức,24746,Đắk Ngo
Đắk Nông,Tuy Đức,24748,Quảng Tân
Lâm Đồng,Đà Lạt,24769,7
Lâm Đồng,Đà Lạt,24772,8
Lâm Đồng,Đà Lạt,24775,12
Lâm Đồng,Đà Lạt,24778,9
Lâm Đồng,Đà Lạt,24781,2
Lâm Đồng,Đà Lạt,24802,3
Lâm Đồng,Đà Lạt,24787,6
Lâm Đồng,Đà Lạt,24790,5
Lâm Đồng,Đà Lạt,24793,4
Lâm Đồng,Đà Lạt,24796,10
Lâm Đồng,Đà Lạt,24799,11
Lâm Đồng,Đà Lạt,24784,1
Lâm Đồng,Đà Lạt,24805,Xuân Thọ
Lâm Đồng,Đà Lạt,24808,Tà Nung
Lâm Đồng,Đà Lạt,24810,Trạm Hành
Lâm Đồng,Đà Lạt,24811,Xuân Trường
Lâm Đồng,Bảo Lộc,24814,Lộc Phát
Lâm Đồng,Bảo Lộc,24817,Lộc Tiến
Lâm Đồng,Bảo Lộc,24820,2
Lâm Đồng,Bảo Lộc,24823,1
Lâm Đồng,Bảo Lộc,24826,B'lao
Lâm Đồng,Bảo Lộc,24829,Lộc Sơn
Lâm Đồng,Bảo Lộc,24832,Đạm Bri
Lâm Đồng,Bảo Lộc,24835,Lộc Thanh
Lâm Đồng,Bảo Lộc,24838,Lộc Nga
Lâm Đồng,Bảo Lộc,24841,Lộc Châu
Lâm Đồng,Bảo Lộc,24844,Đại Lào
Lâm Đồng,Đam Rông,24853,Đạ Tông
Lâm Đồng,Đam Rông,24856,Đạ Long
Lâm Đồng,Đam Rông,24859,Đạ M' Rong
Lâm Đồng,Đam Rông,24874,Liêng Srônh
Lâm Đồng,Đam Rông,24875,Đạ Rsal
Lâm Đồng,Đam Rông,24877,Rô Men
Lâm Đồng,Đam Rông,24886,Phi Liêng
Lâm Đồng,Đam Rông,24889,Đạ K' Nàng
Lâm Đồng,Lạc Dương,24846,Lạc Dương
Lâm Đồng,Lạc Dương,24847,Đạ Chais
Lâm Đồng,Lạc Dương,24848,Đạ Nhim
Lâm Đồng,Lạc Dương,24850,Đưng KNớ
Lâm Đồng,Lạc Dương,24862,Lát
Lâm Đồng,Lạc Dương,24865,Đạ Sar
Lâm Đồng,Lâm Hà,24868,Nam Ban
Lâm Đồng,Lâm Hà,24871,Đinh Văn
Lâm Đồng,Lâm Hà,24880,Phú Sơn
Lâm Đồng,Lâm Hà,24883,Phi Tô
Lâm Đồng,Lâm Hà,24892,Mê Linh
Lâm Đồng,Lâm Hà,24895,Đạ Đờn
Lâm Đồng,Lâm Hà,24898,Phúc Thọ
Lâm Đồng,Lâm Hà,24901,Đông Thanh
Lâm Đồng,Lâm Hà,24904,Gia Lâm
Lâm Đồng,Lâm Hà,24907,Tân Thanh
Lâm Đồng,Lâm Hà,24910,Tân Văn
Lâm Đồng,Lâm Hà,24913,Hoài Đức
Lâm Đồng,Lâm Hà,24916,Tân Hà
Lâm Đồng,Lâm Hà,24919,Liên Hà
Lâm Đồng,Lâm Hà,24922,Đan Phượng
Lâm Đồng,Lâm Hà,24925,Nam Hà
Lâm Đồng,Đơn Dương,24928,D'Ran
Lâm Đồng,Đơn Dương,24931,Thạnh Mỹ
Lâm Đồng,Đơn Dương,24934,Lạc Xuân
Lâm Đồng,Đơn Dương,24937,Đạ Ròn
Lâm Đồng,Đơn Dương,24940,Lạc Lâm
Lâm Đồng,Đơn Dương,24943,Ka Đô
Lâm Đồng,Đơn Dương,24946,Quảng Lập
Lâm Đồng,Đơn Dương,24949,Ka Đơn
Lâm Đồng,Đơn Dương,24952,Tu Tra
Lâm Đồng,Đơn Dương,24955,Pró
Lâm Đồng,Đức Trọng,24958,Liên Nghĩa
Lâm Đồng,Đức Trọng,24961,Hiệp An
Lâm Đồng,Đức Trọng,24964,Liên Hiệp
Lâm Đồng,Đức Trọng,24967,Hiệp Thạnh
Lâm Đồng,Đức Trọng,24970,Bình Thạnh
Lâm Đồng,Đức Trọng,24973,N'Thol Hạ
Lâm Đồng,Đức Trọng,24976,Tân Hội
Lâm Đồng,Đức Trọng,24979,Tân Thành
Lâm Đồng,Đức Trọng,24982,Phú Hội
Lâm Đồng,Đức Trọng,24985,Ninh Gia
Lâm Đồng,Đức Trọng,24988,Tà Năng
Lâm Đồng,Đức Trọng,24989,Đa Quyn
Lâm Đồng,Đức Trọng,24991,Tà Hine
Lâm Đồng,Đức Trọng,24994,Đà Loan
Lâm Đồng,Đức Trọng,24997,Ninh Loan
Lâm Đồng,Di Linh,25000,Di Linh
Lâm Đồng,Di Linh,25003,Đinh Trang Thượng
Lâm Đồng,Di Linh,25006,Tân Thượng
Lâm Đồng,Di Linh,25007,Tân Lâm
Lâm Đồng,Di Linh,25009,Tân Châu
Lâm Đồng,Di Linh,25012,Tân Nghĩa
Lâm Đồng,Di Linh,25015,Gia Hiệp
Lâm Đồng,Di Linh,25018,Đinh Lạc
Lâm Đồng,Di Linh,25021,Tam Bố
Lâm Đồng,Di Linh,25024,Đinh Trang Hòa
Lâm Đồng,Di Linh,25027,Liên Đầm
Lâm Đồng,Di Linh,25030,Gung Ré
Lâm Đồng,Di Linh,25033,Bảo Thuận
Lâm Đồng,Di Linh,25036,Hòa Ninh
Lâm Đồng,Di Linh,25039,Hòa Trung
Lâm Đồng,Di Linh,25042,Hòa Nam
Lâm Đồng,Di Linh,25045,Hòa Bắc
Lâm Đồng,Di Linh,25048,Sơn Điền
Lâm Đồng,Di Linh,25051,Gia Bắc
Lâm Đồng,Bảo Lâm,25054,Lộc Thắng
Lâm Đồng,Bảo Lâm,25057,Lộc Bảo
Lâm Đồng,Bảo Lâm,25060,Lộc Lâm
Lâm Đồng,Bảo Lâm,25063,Lộc Phú
Lâm Đồng,Bảo Lâm,25066,Lộc Bắc
Lâm Đồng,Bảo Lâm,25069,B' Lá
Lâm Đồng,Bảo Lâm,25072,Lộc Ngãi
Lâm Đồng,Bảo Lâm,25075,Lộc Quảng
Lâm Đồng,Bảo Lâm,25078,Lộc Tân
Lâm Đồng,Bảo Lâm,25081,Lộc Đức
Lâm Đồng,Bảo Lâm,25084,Lộc An
Lâm Đồng,Bảo Lâm,25087,Tân Lạc
Lâm Đồng,Bảo Lâm,25090,Lộc Thành
Lâm Đồng,Bảo Lâm,25093,Lộc Nam
Lâm Đồng,Đạ Huoai,25096,Đạ M'ri
Lâm Đồng,Đạ Huoai,25099,Ma Đa Guôi
Lâm Đồng,Đạ Huoai,25105,Hà Lâm
Lâm Đồng,Đạ Huoai,25108,Đạ Tồn
Lâm Đồng,Đạ Huoai,25111,Đạ Oai
Lâm Đồng,Đạ Huoai,25114,Đạ Ploa
Lâm Đồng,Đạ Huoai,25117,Ma Đa Guôi
Lâm Đồng,Đạ Huoai,25120,Đoàn Kết
